title,abstract
Children and Adolescents Mental Health: A Systematic Review of Interaction-Based Interventions in Schools and Communities,"Background: There is growing evidence and awareness regarding the magnitude of mental health issues across the globe, starting half of those before the age of 14 and have lifelong effects on individuals and society. Despite the multidimensional nature of this global challenge, which necessarily require comprehensive approaches, many interventions persist in seeking solutions that only tackle the individual level. The aim of this paper is to provide a systematic review of evidence for positive effects in children and adolescents' mental health resulting from interventions conducted in schools and communities in which interaction among different agents is an integral component."
"Relationship Between Attachment Style in Adulthood, Alexithymia, and Dissociation in Alcohol Use Disorder Inpatients. Mediational Model","Background: Attachment theory is a widely used framework for understanding emotion regulation as well as alexithymia, and dissociation and this perspective has also been applied to understand alcohol use disorders. Apart from these theoretical suggestions, there has been scarce empirical research on this subject-matter. Therefore, the objective of the present study was to investigate potential associations between attachment style in adulthood, alexithymia, and dissociation in alcohol use disorder inpatients."
Emotional “Patient-Oriented” Support in Young Patients With I–II Stage Breast Cancer: Pilot Study,Objective: The recent increased survival rate after breast cancer (BC) diagnosis and treatment is mostly related to early screening in younger age. Evidence gained from newly detected assessed psychological needs as well as certain emotional regulatory patterns in younger survivors has been related in the literature to an extremely low rate of adherence to the psychological therapies offered. Tailored psychological support is necessary. The aim of the present study was to verify the preliminary efficacy of supportive psychological intervention with an innovative orientation: the Early BC Psychological Intervention (EBC-Psy).
"
","
"
Democratic Policing and Officer Well-Being,"Efforts to improve police–community relationships have increased initiatives that aim to build trust and mutual respect between officers and the communities they serve. Existing literature examines the impact of internal departmental dynamics and individual-level characteristics on officers’ endorsement of community-oriented policing strategies. Research has indicated that when officers feel fairly treated within their agencies and when they are less psychologically and emotionally distressed, they report stronger support for policing tactics that increase fairness in police processes and decision making. This mixed-method study is the first to examine the reciprocal relationship by asking: How do procedurally just and community-oriented policing strategies impact officer well-being and occupational stress? Sworn officers in a medium-sized California department completed a survey assessing their views on their agency, various police tactics, the communities they serve, and their physical and mental health. Results showed that officers’ increased support for community-oriented and procedurally just police strategies are significantly associated with decreased job stress, depression, anxiety, and negative affect, controlling for race, gender, perceived job dangerousness, cynicism, and how many years they had served as a police officer. In-depth interviews with officers in the department revealed three explanatory mechanisms for these statistical relationships. First, the tenets of procedural justice provided officers with tactics that reduce the threat and stress of intergroup interactions. Second, community-oriented policing activities increased opportunities for officers to have positive interactions with the communities they work in, mitigating the distrust, cynicism, and detachment fostered by enforcement activities. Last, procedural justice and community-oriented police strategies empowered officers to counter negative stereotypes about police and reaffirm their self-image. Taken together, these survey and interview findings highlight the mutuality of democratic policing and officer wellness."
The Effect of Trier Social Stress Test (TSST) on Item and Associative Recognition of Words and Pictures in Healthy Participants,"Psychological stress, induced by the Trier Social Stress Test (TSST), has repeatedly been shown to alter memory performance. Although factors influencing memory performance such as stimulus nature (verbal/pictorial) and emotional valence have been extensively studied, results whether stress impairs or improves memory are still inconsistent. This study aimed at exploring the effect of TSST on item versus associative memory for neutral, verbal, and pictorial stimuli. 48 healthy subjects were recruited, 24 participants were randomly assigned to the TSST group and the remaining 24 participants were assigned to the control group. Stress reactivity was measured by psychological (subjective state anxiety ratings) and physiological (Galvanic skin response recording) measurements. Subjects performed an item-association memory task for both stimulus types (words, pictures) simultaneously, before, and after the stress/non-stress manipulation. The results showed that memory recognition for pictorial stimuli was higher than for verbal stimuli. Memory for both words and pictures was impaired following TSST; while the source for this impairment was specific to associative recognition in pictures, a more general deficit was observed for verbal material, as expressed in decreased recognition for both items and associations following TSST. Response latency analysis indicated that the TSST manipulation decreased response time but at the cost of memory accuracy. We conclude that stress does not uniformly affect memory; rather it interacts with the task’s cognitive load and stimulus type. Applying the current study results to patients diagnosed with disorders associated with traumatic stress, our findings in healthy subjects under acute stress provide further support for our assertion that patients’ impaired memory originates in poor recollection processing following depletion of attentional resources."
Lower Sensitivity to Happy and Angry Facial Emotions in Young Adults with Psychiatric Problems,"Many psychiatric problem domains have been associated with emotion-specific biases or general deficiencies in facial emotion identification. However, both within and between psychiatric problem domains, large variability exists in the types of emotion identification problems that were reported. Moreover, since the domain-specificity of the findings was often not addressed, it remains unclear whether patterns found for specific problem domains can be better explained by co-occurrence of other psychiatric problems or by more generic characteristics of psychopathology, for example, problem severity. In this study, we aimed to investigate associations between emotion identification biases and five psychiatric problem domains, and to determine the domain-specificity of these biases. Data were collected as part of the ‘No Fun No Glory’ study and involved 2,577 young adults. The study participants completed a dynamic facial emotion identification task involving happy, sad, angry, and fearful faces, and filled in the Adult Self-Report Questionnaire, of which we used the scales depressive problems, anxiety problems, avoidance problems, Attention-Deficit Hyperactivity Disorder (ADHD) problems and antisocial problems. Our results suggest that participants with antisocial problems were significantly less sensitive to happy facial emotions, participants with ADHD problems were less sensitive to angry emotions, and participants with avoidance problems were less sensitive to both angry and happy emotions. These effects could not be fully explained by co-occurring psychiatric problems. Whereas this seems to indicate domain-specificity, inspection of the overall pattern of effect sizes regardless of statistical significance reveals generic patterns as well, in that for all psychiatric problem domains the effect sizes for happy and angry emotions were larger than the effect sizes for sad and fearful emotions. As happy and angry emotions are strongly associated with approach and avoidance mechanisms in social interaction, these mechanisms may hold the key to understanding the associations between facial emotion identification and a wide range of psychiatric problems."
Emotion Regulation Therapy: A Mechanism-Targeted Treatment for Disorders of Distress,"“Distress disorders,” which include generalized anxiety disorder and major depression are often highly comorbid with each other and appear to be characterized by common temperamental features that reflect heightened sensitivity to underlying motivational systems related to threat/safety and reward/loss. Further, individuals with distress disorders tend to utilize self-referential processes (e.g., worry, rumination, self-criticism) in a maladaptive attempt to respond to motivationally relevant distress, often resulting in suboptimal contextual learning. Despite the success of cognitive behavioral therapies for emotional disorders, a sizable subgroup of patients with distress disorders fail to evidence adequate treatment response. Emotion Regulation Therapy (ERT) is a theoretically derived, evidence based, treatment that integrates principles (e.g., skills training, exposure) from traditional and contemporary therapies with findings from basic and translational affective science to offer a framework for improving intervention by focusing on the motivational responses and corresponding regulatory characteristics of individuals with high levels of chronic distress. Open and randomized controlled trials have demonstrated preliminary support for the utility of ERT as reflected by strong effect sizes comparable to and exceeding established intervention approaches. In addition, pilot findings support the role of underlying proposed mechanisms in this efficacious response. This article presents the functional model associated with ERT and describes the proposed mechanisms of the treatment. Additionally, a clinical case is presented, allowing the reader to gain a greater applied understanding of the different components of the ERT model and treatment."
Qualitative Analysis of Emotions: Fear and Thrill,"People can speak, and this provides opportunities to analyze human emotions using perceived experiences communicated via language, as well as through measurement and imaging techniques that are also applicable to other higher animal species. Here I compare four qualitative methodological approaches to test if, and how, thrill depends on fear. I use eight high-risk, high-skill, real-life outdoor adventure recreation activities to provide the test circumstances. I present data from: >4000 person-days of participant observation; interviews with 40 expert practitioners; retrospective autoethnography of 50 critical incidents over 4 decades; and experimental autoethnography of 60 events. Results from different methods are congruent, but different approaches yield different insights. The principal findings are as follows. Individuals differ in their fear and thrill responses. The same individual may have different responses on different occasions. Fear boosts performance, but panic causes paralysis. Anxiety or apprehension prior to a risky action or event differs from fear experienced during the event itself. The intensity of pre-event fear generally increases with the immediacy of risk to life, and time to contemplate that risk. Fear must be faced, assessed and overcome in order to act. Thrill can occur either during or after a high-risk event. Thrill can occur without fear, and fear without thrill. Below a lower threshold of perceived risk, thrill can occur without fear. Between a lower and upper threshold, thrill increases with fear. Beyond the upper threshold, thrill vanishes but fear remains. This there is a sawtooth relation between fear and thrill. Perceived danger generates intense focus and awareness. Fear and other emotions can disappear during intense concentration and focus. Under high risk, the usual emotional sequence is fear before the action or event, then focus during the action or event, then thrill, relief, or triumph afterward. The emotionless state persists only during the most intense concentration. For events long enough to differentiate time within the events, fear and thrill can arise and fade in different fine-scale sequences."
Schema Therapy for Emotional Dysregulation: Theoretical Implication and Clinical Applications,"The term emotional dysregulation refers to an impaired ability to regulate unwanted emotional states. Scientific evidence supports the idea that emotional dysregulation underlies several psychological disorders as, for example: personality disorders, bipolar disorder type II, interpersonal trauma, anxiety disorders, mood disorders and post-traumatic stress disorder. Emotional dysregulation may derive from early interpersonal traumas in childhood. These early traumatic events create a persistent sensitization of the central nervous system in relation to early life stressing events. For this reason, some authors suggest a common endophenotypical origin across psychopathologies. In the last 20 years, cognitive behavioral therapy has increasingly adopted an interactive-ontogenetic view to explain the development of disorders associated to emotional dysregulation. Unfortunately, standard Cognitive Behavior Therapy (CBT) methods are not useful in treating emotional dysregulation. A CBT-derived new approach called Schema Therapy (ST), that integrates theory and techniques from psychodynamic and emotion focused therapy, holds the promise to fill this gap in cognitive literature. In this model, psychopathology is viewed as the interaction between the innate temperament of the child and the early experiences of deprivation or frustration of the subject’s basic needs. This deprivation may lead to develop early maladaptive schemas (EMS), and maladaptive Modes. In the present paper we point out that EMSs and Modes are associated with either dysregulated emotions or with dysregulatory strategies that produce and maintain problematic emotional responses. Thanks to a special focus on the therapeutic relationship and emotion focused-experiential techniques, this approach successfully treats severe emotional dysregulation. In this paper, we make several comparisons between the main ideas of ST and the science of emotion regulation, and we present how to conceptualize pathological phenomena in terms of failed regulation and some of the ST strategies and techniques to foster successful regulation in patients."
Performing at the Top of One's Musical Game,"The purpose of the present mixed method study was to investigate personal benefits, perceptions, and the effect of a 15-week sport psychological skills training program adapted for musicians. The program was individually tailored for six music performance students with the objective of facilitating the participants' instrumental practice and performance. The participants learnt techniques such as goal setting, attentional focus, arousal regulation, imagery, and acceptance training/self-talk. Zimmerman's (1989) cyclical model of self-regulated learning was applied as a theoretical frame for the intervention. The present study's mixed-method approach (i.e., quan+ QUAL) included effect size, semi-structured interviews, a research log, and practice diaries of the participants (Creswell, 2009). Thematic analysis revealed that participants had little or no experience concerning planning and goal setting in regard to instrumental practice. Concentration, volition, and physical pain were additional issues that the participants struggled with at the time of pre-intervention. The study found that psychological skills training (with special emphasis on planning and goal setting) facilitated cyclical self-regulated learning patterns in the participants. In essence, the intervention was found to facilitate the participants' concentration, self-observation, self-efficacy, and coping in the face of failure. The appliance of practice journals facilitated the participants‘ self-observation, self-evaluation, and awareness of instrumental practice. Finally, the psychological skills intervention reduced participants' worry and anxiety in performance situations. An 8-month follow up interview revealed that the participants were still actively applying psychological skills."
"Somatic, but not cognitive–affective, symptoms are associated with reduced heart rate variability in individuals with dysphoria","Background: Somatic, but not cognitive–affective, symptoms of depression have been associated with reduced heart rate variability (HRV), and with poor prognosis in cardiovascular patients. However, factors concomitant with cardiovascular diseases may confound the relationship between somatic symptoms of depression and reduced HRV. Therefore, this study examined whether reduced HRV was differentially associated with cognitive–affective and somatic symptoms of depression in medically healthy individuals with and without dysphoria."
Cross-cultural differences in somatic awareness and interoceptive accuracy: a review of the literature and directions for future research,"This review examines cross-cultural differences in interoception and the role of culturally bound epistemologies, historical traditions, and contemplative practices to assess four aspects of culture and interoception: (1) the extent to which members from Western and non-Western cultural groups exhibit differential levels of interoceptive accuracy and somatic awareness; (2) the mechanistic origins that can explain these cultural differences, (3) culturally bound behavioral practices that have been empirically shown to affect interoception, and (4) consequences for culturally bound psychopathologies. The following outlines the scope of the scientific review. Part 1 reviews studies on cultural variation in spontaneous somatic word use, linguistic expressions, traditional medical practices, and empirical laboratory studies to assess the evidence for cultural differences in somatic processes. Integration of these findings suggests a startling paradox: on the one hand, non-Western cultures consistently exhibit heightened somatic focus and awareness across a variety of contexts; on the other hand, non-Western cultures also exhibit less interoceptive accuracy in laboratory studies. Part 2 discusses the various mechanistic explanations that have been proposed to explain these cultural differences in somatic awareness and interoceptive accuracy, focusing on cultural schemas and epistemologies. Part 3 addresses the behavioral and contemplative practices that have been proposed as possible “interventions,” or methods of cultivating bodily awareness and perceptual accuracy. Finally, Part 4 reviews the consequences of interoception for psychopathology, including somatization, body dysmorphia, eating disorders, and anxiety disorders."
The impact of perception and presence on emotional reactions: a review of research in virtual reality,"Virtual reality (VR) has made its way into mainstream psychological research in the last two decades. This technology, with its unique ability to simulate complex, real situations and contexts, offers researchers unprecedented opportunities to investigate human behavior in well controlled designs in the laboratory. One important application of VR is the investigation of pathological processes in mental disorders, especially anxiety disorders. Research on the processes underlying threat perception, fear, and exposure therapy has shed light on more general aspects of the relation between perception and emotion. Being by its nature virtual, i.e., simulation of reality, VR strongly relies on the adequate selection of specific perceptual cues to activate emotions. Emotional experiences in turn are related to presence, another important concept in VR, which describes the user’s sense of being in a VR environment. This paper summarizes current research into perception of fear cues, emotion, and presence, aiming at the identification of the most relevant aspects of emotional experience in VR and their mutual relations. A special focus lies on a series of recent experiments designed to test the relative contribution of perception and conceptual information on fear in VR. This strand of research capitalizes on the dissociation between perception (bottom–up input) and conceptual information (top-down input) that is possible in VR. Further, we review the factors that have so far been recognized to influence presence, with emotions (e.g., fear) being the most relevant in the context of clinical psychology. Recent research has highlighted the mutual influence of presence and fear in VR, but has also traced the limits of our current understanding of this relationship. In this paper, the crucial role of perception on eliciting emotional reactions is highlighted, and the role of arousal as a basic dimension of emotional experience is discussed. An interoceptive attribution model of presence is suggested as a first step toward an integrative framework for emotion research in VR. Gaps in the current literature and future directions are outlined."
From Self to Nonself: The Nonself Theory,"The maintenance/strength of self is a very core concept in Western psychology and is particularly relevant to egoism, a process that draws on the hedonic principle in pursuit of desires. Contrary to this and based on Buddhism, a nonself-cultivating process aims to minimize or extinguish the self and avoid desires, leading to egolessness or selflessness. The purpose of this paper is to present the Nonself Theory (NT). The universal Mandala Model of Self (MMS) was developed to describe the well-functioning self in various cultures. The end goal of the self is to attain authentic and durable happiness. Given that the nonself is considered a well-functioning self, the MMS is suitable for constructing the NT. The ego and nonself aspects of psychological self-functioning and their underlying processes are compared, drawing on the four concepts of the MMS: biology, ideal person, knowledge/wisdom and action. The ego engages in psychological activities to strengthen the self, applying the hedonic principle of seeking desire-driven pleasure. In contrast, a nonself approach involves execution of the self-cultivation principle, which involves three ways: giving up desires, displaying compassion, practicing meditation and seeking understanding Buddhist wisdom. These three ways have the goal of seeing through and overcoming the illusion of the self to achieve a deep transformation integrally connected to the experience of eliminating the sense of self and its psychological structures. In addition, the NT provides a comprehensive framework to account for nonself-plus-compassion-related activities or experiences such as altruism, mindfulness, mediation, mysterious/peak experiences, elimination of death anxiety and moral conduct. The NT offers possible answers that might lead to a more comprehensive understanding of human beings and the deeper meaning of life, toward the ultimate goal of a well-functioning self. An examination of possible clinical applications and theoretical directions for future research in nonself psychology are provided."
"
","
"
Are You “Gazing” at Me? How Others' Gaze Direction and Facial Expression Influence Gaze Perception and Postural Control,"In everyday life, interactions between humans are generally modulated by the value attributed to the situation, which partly relies on the partner's behavior. A pleasant or cooperating partner may trigger an approach behavior in the observer, while an unpleasant or threatening partner may trigger an avoidance behavior. In this context, the correct interpretation of other's intentions is crucial to achieve satisfying social interactions. Social cues such as gaze direction and facial expression are both fundamental and interrelated. Typically, whenever gaze direction and facial expression of others communicate the same intention, it enhances both the interlocutor's gaze direction and the perception of facial expressions (i.e., shared signal hypothesis). For instance, an angry face with a direct gaze is perceived as more intense since it represents a threat to the observer. In this study, we propose to examine how the combination of others' gaze direction (direct or deviated) and emotional facial expressions (i.e., happiness, fear, anger, sadness, disgust, and neutrality) influence the observer's gaze perception and postural control. Gaze perception was indexed by the cone of direct gaze (CoDG) referring to the width over which an observer feels someone's gaze is directed at them. A wider CoDG indicates that the observer perceived the face as looking at them over a wider range of gaze directions. Conversely, a narrower CoDG indicates a decrease in the range of gaze directions perceived as direct. Postural control was examined through the center of pressure displacements reflecting postural stability and approach-avoidance tendencies. We also investigated how both gaze perception and postural control may vary according to participants' personality traits and emotional states (e.g., openness, anxiety, etc.). Our results confirmed that gaze perception is influenced by emotional faces: a wider CoDGs was observed with angry and disgusted faces while a narrower CoDG was observed for fearful faces. Furthermore, facial expressions combined with gaze direction influence participants' postural stability but not approach-avoidance behaviors. Results are discussed in the light of the approach-avoidance model, by considering how some personality traits modulate the relation between emotion and posture."
"
","
"
"
","
"
Cross-Cultural Bayesian Network Analysis of Factors Affecting Residents’ Concerns About the Spread of an Infectious Disease Caused by Tourism,"COVID-19 has had a severe impact globally, and the recovery can be characterized as a tug of war between fast economic recovery and firm control of further virus-spread. To be prepared for future pandemics, public health policy makers should put effort into fully understanding any complex psychological tensions that inherently arise between opposing human factors such as free enjoyment versus self-restriction. As the COVID-19 crisis is an unusual and complex problem, combinations of diverse factors such as health risk perception, knowledge, norms and beliefs, attitudes and behaviors are closely associated with individuals’ intention to enjoy the experience economy but also their concerns that the experience economy will trigger further spread of the infectious diseases. Our aim is to try identifying what factors are associated with their concerns about the spread of the infectious disease caused by the local experience economy. Hence, we have chosen a “data-driven” explanatory approach, “Probabilistic Structural Equational Modeling,” based on the principle of Bayesian networks to analyze data collected from the following four countries with indicated sample sizes: Denmark (1,005), Italy (1,005), China (1,013), and Japan (1,091). Our findings highlight the importance of understanding the contextual differences in relations between the target variable and factors such as personal value priority and knowledge. These factors affect the target variable differently depending on the local severity-level of the infections. Relations between pleasure-seeking via the experience economy and individuals’ anxiety-level about an infectious hotspot seem to differ between East Asians and Europeans who are known to prioritize so-called interpersonal- and independent self-schemes, respectively. Our study also indicates the heterogeneity in the populations, i.e., these relations differ within the respective populations. Another finding shows that the Japanese population is particularly concerned about their local community potentially becoming an infectious hotspot and hence expecting others to comply with their particular social norms. Summarizing, the obtained insights imply the importance of considering both cultural- and individual contexts when policy makers are going to develop measures to address pandemic dilemmas such as maintaining public health awareness and accelerating the recovery of the local experience economy."
The Elaborated Environmental Stress Hypothesis as a Framework for Understanding the Association Between Motor Skills and Internalizing Problems: A Mini-Review,"Poor motor skills have been shown to be associated with a range of psychosocial issues, including internalizing problems (anxiety and depression). While well-documented empirically, our understanding of why this relationship occurs remains theoretically underdeveloped. The Elaborated Environmental Stress Hypothesis by Cairney et al. (2013) provides a promising framework that seeks to explain the association between motor skills and internalizing problems, specifically in children with developmental coordination disorder (DCD). The framework posits that poor motor skills predispose the development of internalizing problems via interactions with intermediary environmental stressors. At the time the model was proposed, limited direct evidence was available to support or refute the framework. Several studies and developments related to the framework have since been published. This mini-review seeks to provide an up-to-date overview of recent developments related to the Elaborated Environmental Stress Hypothesis. We briefly discuss the past research that led to its development, before moving to studies that have investigated the framework since it was proposed. While originally developed within the context of DCD in childhood, recent developments have found support for the model in community samples. Through the reviewed literature, this article provides support for the Elaborated Environmental Stress Hypothesis as a promising theoretical framework that explains the psychosocial correlates across the broader spectrum of motor ability. However, given its recent conceptualization, ongoing evaluation of the Elaborated Environmental Stress Hypothesis is recommended."
A Qualitative Investigation Into What Parents Want From an Online Behavioural Sleep Intervention for Children With Epilepsy,"Many of the same sleep problems seen in typically developing (TD) children are frequently experienced by children with epilepsy (CWE). Behavioural sleep interventions (BSIs) are commonly and successfully used to treat these sleep problems in TD children and in some neurodevelopmental disorder populations. Therefore, BSIs should be effective in CWE, however, there are special seizure-related considerations for CWE and their parents which may be salient to consider in any future BSI development for this group. The current study sought to identify, from parents, if there were special considerations for the content and delivery of an online BSI for parents of CWE. Semi-structured interviews were conducted with nine mothers of CWE and thematic analysis was conducted on the interview data. Ten themes were apparent which represented what parents wanted from any online BSI for CWE. Parents wanted (i) other parents’ views and real-life experiences to be included, (ii) recognition of how changes over time may influence the appropriateness of using various sleep-management options, (iii) to be presented with a range of sleep management options from which they could select, (iv) personalised information and suggestions for behaviour-change options, (v) help to address child anxiety around sleep, (vi) for the advice and behaviour-change options to be practical, (vii) general educational information about sleep and the relationship between sleep and epilepsy, (viii) for parental worries and concerns to be acknowledged, (ix) to receive help, support, and reassurance around children’s sleep; and (x) to include the child in the intervention. It was clear that any online BSI would require specific adaptations and additions (to content and delivery format) to best meet the needs of parents of CWE. It is hoped that having identified what parents want from on online BSI for CWE will allow these factors to be acknowledged in future intervention development, with the intention to optimise parental engagement and intervention effectiveness. Practical suggestions for how these aspects could be integrated into any online BSI are suggested."
"
","
"
Exploring Parental Responses to Pre-schoolers’ “Everyday” Pain Experiences Through Electronic Diary and Ecological Momentary Assessment Methodologies,"Objective: Parental influence during children’s “everyday” pain events is under-explored, compared to clinical or experimental pains. We trialed two digital reporting methods for parents to record the real-world context surrounding their child’s everyday pain events within the family home."
Remote Relaxation and Acceptance Training for the Management of Stress in Cancer Patients: A Study Protocol,"Background: Cancer patients are now facing a double distinctive challenge of survival against both the disease and fear of contracting COVID-19. This challenge has resulted in the forced adoption of social distancing measures and reorganization of the delivery of medical and psychological treatments. The perceived loneliness and uncertainty increased distress and symptoms burden. In the current period, eHealth interventions might provide valuable benefits in the field of cancer care."
"
","
"
"
","
"
The Role of Artistic Creative Activities in Navigating the COVID-19 Pandemic in Australia,"During the COVID-19 pandemic some Australians turned to artistic creative activities (ACAs) as a way of managing their own mental health and well-being. This study examined the role of ACAs in regulating emotion and supporting mental health and well-being during the COVID-19 pandemic, and also attempted to identify at-risk populations. We proposed that (1) participants would use ACAs as avoidance-based emotion regulation strategies; and (2) music engagement would be used for emotion regulation. Australian participants (N = 653) recruited from the general public completed an online survey, which included scales targeting anxiety (GAD7 scale), depression (PHQ9 scale) and loneliness (two UCLA Loneliness Scales, referring to “Before” and “Since” COVID-19). Participants reported which ACAs they had undertaken and ceased during the pandemic using an established list and ranked their undertaken ACAs in terms of effectiveness at making them “feel better.” For their top-ranked ACA, participants then completed the Emotion Regulation Scale for Artistic Creative Activities (ERS-ACA), and if participants had undertaken any musical ACAs, also the Musical Engagement Questionnaire (MusEQ). The results supported both hypotheses. ANOVAs indicated that participants ranked significantly higher on the “avoidance” ERS-ACA subscale than the other subscales, and that participants ranked significantly higher on the emotion regulation and musical preference MusEQ subscales than the other subscales. Additionally, while ACAs such as “Watching films or TV shows” and “Cookery or baking” were common, they ranked poorly as effective methods of emotion regulation, whereas “Listening to music” was the second-most frequently undertaken ACA and also the most effective. “Singing” and “Dancing” were among the most ceased ACAs but also ranked among the most effective for emotion regulation, suggesting that support for developing pandemic-safe approaches to these ACAs may provide well-being benefits in future crises. Additionally, correlation analyses showed that younger participants, those who took less exercise during the pandemic, and those with the highest musical engagement reported the poorest well-being. We conclude that ACAs provided an important resource for supporting mental health and well-being during the COVID-19 pandemic in Australia and could potentially support mental health and well-being in future crises."
When Problems Only Get Bigger: The Impact of Adverse Childhood Experience on Adult Health,"Introduction: Previous studies have shown that adverse childhood experiences negatively impact child development, with consequences throughout the lifespan. Some of these consequences include the exacerbation or onset of several pathologies and risk behaviors."
"
","
"
Family Functioning and Multiple Sclerosis: Study Protocol of a Multicentric Italian Project,"Multiple Sclerosis (MS) is a chronic inflammatory and neurodegenerative disease, which not only affects physical functioning, but is also associated with cognitive impairments and great psychological distress. The combination of those symptoms may have negative consequences on the family functioning of patients with MS, with detrimental effects on both marital relationships and parental bonding. Furthermore, the presence of individual characteristics and of an adequate social support may also contribute to the quality and endurance of family relationships. Particularly, high levels of alexithymia, a personality trait that affects the recognition of a person's own emotions, have been associated with reduced interpersonal communication skills and enhanced anxiety/depressive symptoms. Therefore, the main aim of the present study is to provide an in-depth evaluation of family functioning and related factors in patients with MS and their families. In order to reach this goal, the perceived quality of family functioning, dyadic relationships, and parental bonding will be first investigated. Secondly, the possible associations between the quality of family relationships and the presence of alexithymia, psychological distress, and perceived social support will be examined. Patients with MS and their families who will consent to take part in the study will be asked to provide sociodemographic and clinical information, and to complete a series of questionnaires, presented and uploaded on an online dedicated platform. The final sample will be made up of 300 families, consecutively recruited from the Italian medical centers involved in the project. The results of the present study will shed light on the family functioning of patients with MS, through a comprehensive assessment of the main factors that are associated with family dynamics. A holistic evaluation of those aspects can help clinicians and researchers understand family dynamics in MS population better."
"
","
"
"
","
"
Effectiveness of Mobile App-Based Psychological Interventions for College Students: A Systematic Review of the Literature,"Serious mental health disorders are increasing among college students and university counseling services are often overburdened. Mobile applications for mental health have been growing exponentially in the last decade and they are emerging in university settings as a promising tool to promote and intervene in college students' mental health. Additionally, considering the recent covid-19 pandemic, mHealth interventions, due to its nature and possibilities, may play an important role in these institutions. Our main objectives are to explore mhealth interventions in universities, regarding its conceptual framework, acceptability and efficacy outcomes and understand its impact and contributions to address treatment delivery and psychological difficulties resulting from covid-19 pandemic. The literature search was conducted in scientific databases, namely, Web of Science, Pubmed, and Scopus. A search in app stores was not conducted, thus regarding commercially available apps, only those found in our database search were included in our review. We selected studies with mobile applications addressing psychological interventions for college students. A total of 2,158 participants were included in the 8 selected studies and most interventions were delivered through mobile apps only and based in cognitive behavioral therapy. Results suggested that college students accept and adhere to these interventions and preliminary evidence of efficacy was demonstrated in different disorders, such as stress, anxiety, depression and risky behaviors such as alcohol and tobacco abuse and sexual knowledge. We conclude that universities, particularly college counseling services, may benefit from mhealth interventions, not only to address college students' mental health but to decrease some of its difficulties related to lack of human resources. Specifically in covid-19 pandemic context, these interventions may contribute significantly by promoting and delivering psychological interventions at a safe distance."
Parent and Peer Attachments in Adolescence and Paternal Postpartum Mental Health: Findings From the ATP Generation 3 Study,"Background: When adolescent boys experience close, secure relationships with their parents and peers, the implications are potentially far reaching, including lower levels of mental health problems in adolescence and young adulthood. Here we use rare prospective intergenerational data to extend our understanding of the impact of adolescent attachments on subsequent postpartum mental health problems in early fatherhood."
The Use of Virtual Reality Facilitates Dialectical Behavior Therapy® “Observing Sounds and Visuals” Mindfulness Skills Training Exercises for a Latino Patient with Severe Burns: A Case Study,"Sustaining a burn injury increases an individual's risk of developing psychological problems such as generalized anxiety, negative emotions, depression, acute stress disorder, or post-traumatic stress disorder. Despite the growing use of Dialectical Behavioral Therapy® (DBT®) by clinical psychologists, to date, there are no published studies using standard DBT® or DBT® skills learning for severe burn patients. The current study explored the feasibility and clinical potential of using Immersive Virtual Reality (VR) enhanced DBT® mindfulness skills training to reduce negative emotions and increase positive emotions of a patient with severe burn injuries. The participant was a hospitalized (in house) 21-year-old Spanish speaking Latino male patient being treated for a large (>35% TBSA) severe flame burn injury."
The Neuropsychoanalytic Approach: Using Neuroscience as the Basic Science of Psychoanalysis,"Neuroscience was the basic science behind Freud's psychoanalytic theory and technique. He worked as a neurologist for 20 years before being aware that a new approach to understand complex diseases, namely the hysterias, was needed. Solms coined the term neuropsychoanalysis to affirm that neuroscience still belongs in psychoanalysis. The neuropsychoanalytic field has continued Freud's original ideas as stated in 1895. Developments in psychoanalysis that have been created or revised by the neuropsychoanalysis movement include pain/relatedness/opioids, drive, structural model, dreams, cathexis, and dynamic unconscious. Neuroscience has contributed to the development of new psychoanalytic theory, such as Bazan's (2011) description of anxiety driven by unconscious intentions or “phantoms.” Results of adopting the “dual aspect monism” approach of idiographic psychoanalytic clinical observation combined with nomothetic investigation of related human phenomena include clarification and revision of theory, restoration of the scientific base of psychoanalysis, and improvement of clinical treatments. By imbricating psychoanalytic thinking with neuroscience, psychoanalysts are also positioned to make contributions to neuroscience research. Freud's original Project for a Scientific Psychology/Psychology for Neurologists can be carried forward in a way that moves psychoanalysis into the twenty-first century as a core contemporary science (Kandel, 1999). Neuroscience as the basic science of psychoanalysis both improves the field, and enhances its scientific and cultural status."
